side,physical_run,condition,fg,canonical_replication_index,metric_id,registry_status,value,numerator,denominator,namespace,caveat
synthetic,macho_meals_fg3_run01,enriched,fg3,1,words_per_turn_iqr,registry,35.0,,31,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,short_turn_proportion_25w,registry,0.0,0,31,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,short_turn_proportion_10w,registry,0.0,0,31,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg3_run01,enriched,fg3,1,short_turn_proportion_50w,registry,0.0,0,31,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg3_run01,enriched,fg3,1,turn_balance_gini,registry,0.0258,,31,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg3_run01,enriched,fg3,1,word_balance_gini,registry,0.0358,,8813,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg3_run01,enriched,fg3,1,moderator_turn_share,registry,0.38,19,50,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg3_run01,enriched,fg3,1,moderator_word_share,registry,0.1115,1106,9919,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg3_run01,enriched,fg3,1,participant_participant_adjacency,registry,0.2449,12,49,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,reference_density,registry,0.871,27,31,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg3_run01,enriched,fg3,1,chain_depth,registry,1.6316,,19,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg3_run01,enriched,fg3,1,participant_turns,derived_support,31,31,,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,moderator_turns,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,participant_words,derived_support,8813,8813,,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,total_words,derived_support,9919,9919,,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,chain_depth_max,derived_support,4,,19,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,chain_depth_n_chains,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg3_run01,enriched,fg3,1,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
human,,human,fg4,,words_per_turn_median,registry,47,,39,_comparable_window,report with IQR and the full distribution; never the mean alone
human,,human,fg4,,words_per_turn_iqr,registry,132.0,,39,_comparable_window,
human,,human,fg4,,short_turn_proportion_25w,registry,0.359,14,39,_comparable_window,
human,,human,fg4,,short_turn_proportion_10w,registry,0.1795,7,39,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg4,,short_turn_proportion_50w,registry,0.5385,21,39,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg4,,turn_balance_gini,registry,0.1538,,39,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
human,,human,fg4,,word_balance_gini,registry,0.2831,,3351,_comparable_window,raw per-participant word vector retained in structural_distributions_long
human,,human,fg4,,moderator_turn_share,registry,0.1136,5,44,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg4,,moderator_word_share,registry,0.0259,89,3440,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg4,,participant_participant_adjacency,registry,0.7907,34,43,_comparable_window,
human,,human,fg4,,reference_density,registry,0.0256,1,39,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['mark']."
human,,human,fg4,,chain_depth,registry,7.8,,5,_comparable_window,mean; the maximum and the full distribution are reported alongside
human,,human,fg4,,participant_turns,derived_support,39,39,,_comparable_window,
human,,human,fg4,,moderator_turns,derived_support,5,5,,_comparable_window,
human,,human,fg4,,participant_words,derived_support,3351,3351,,_comparable_window,
human,,human,fg4,,total_words,derived_support,3440,3440,,_comparable_window,
human,,human,fg4,,chain_depth_max,derived_support,12,,5,_comparable_window,
human,,human,fg4,,chain_depth_n_chains,derived_support,5,5,,_comparable_window,
human,,human,fg4,,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['mark']
human,,human,fg1,,words_per_turn_median,registry,38.5,,58,_comparable_window,report with IQR and the full distribution; never the mean alone
human,,human,fg1,,words_per_turn_iqr,registry,62.5,,58,_comparable_window,
human,,human,fg1,,short_turn_proportion_25w,registry,0.431,25,58,_comparable_window,
human,,human,fg1,,short_turn_proportion_10w,registry,0.1897,11,58,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg1,,short_turn_proportion_50w,registry,0.5862,34,58,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg1,,turn_balance_gini,registry,0.269,,58,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
human,,human,fg1,,word_balance_gini,registry,0.1957,,2788,_comparable_window,raw per-participant word vector retained in structural_distributions_long
human,,human,fg1,,moderator_turn_share,registry,0.0938,6,64,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg1,,moderator_word_share,registry,0.0439,128,2916,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg1,,participant_participant_adjacency,registry,0.8254,52,63,_comparable_window,
human,,human,fg1,,reference_density,registry,0.0,0,58,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
human,,human,fg1,,chain_depth,registry,9.6667,,6,_comparable_window,mean; the maximum and the full distribution are reported alongside
human,,human,fg1,,participant_turns,derived_support,58,58,,_comparable_window,
human,,human,fg1,,moderator_turns,derived_support,6,6,,_comparable_window,
human,,human,fg1,,participant_words,derived_support,2788,2788,,_comparable_window,
human,,human,fg1,,total_words,derived_support,2916,2916,,_comparable_window,
human,,human,fg1,,chain_depth_max,derived_support,17,,6,_comparable_window,
human,,human,fg1,,chain_depth_n_chains,derived_support,6,6,,_comparable_window,
human,,human,fg1,,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg5_run03,enriched,fg5,2,words_per_turn_median,registry,230.5,,36,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_run03,enriched,fg5,2,words_per_turn_iqr,registry,66.75,,36,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,short_turn_proportion_25w,registry,0.0,0,36,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,short_turn_proportion_10w,registry,0.0,0,36,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run03,enriched,fg5,2,short_turn_proportion_50w,registry,0.0,0,36,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run03,enriched,fg5,2,turn_balance_gini,registry,0.0556,,36,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run03,enriched,fg5,2,word_balance_gini,registry,0.0572,,7709,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run03,enriched,fg5,2,moderator_turn_share,registry,0.3793,22,58,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run03,enriched,fg5,2,moderator_word_share,registry,0.1296,1148,8857,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run03,enriched,fg5,2,participant_participant_adjacency,registry,0.2456,14,57,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,reference_density,registry,0.75,27,36,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg5_run03,enriched,fg5,2,chain_depth,registry,1.6364,,22,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_run03,enriched,fg5,2,participant_turns,derived_support,36,36,,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,moderator_turns,derived_support,22,22,,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,participant_words,derived_support,7709,7709,,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,total_words,derived_support,8857,8857,,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,chain_depth_max,derived_support,4,,22,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,chain_depth_n_chains,derived_support,22,22,,_comparable_window,
synthetic,macho_meals_fg5_run03,enriched,fg5,2,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
